1.[TCP] SourcePort:46474,DestinationPort:6334
1099.[TCP] SourcePort:44218,DestinationPort:108
1100.[TCP] SourcePort:443,DestinationPort:3444
1101.[TCP] SourcePort:1080,DestinationPort:4421
1102.[TCP] SourcePort:44218,DestinationPort:108
1103.[TCP] SourcePort:443,DestinationPort:3444
1104.[TCP] SourcePort:1080,DestinationPort:4421
1105.[TCP] SourcePort:44218,DestinationPort:108
1106.[TCP] SourcePort:443,DestinationPort:3444
1107.[TCP] SourcePort:443,DestinationPort:3444
1108.[TCP] SourcePort:443,DestinationPort:3444
1109.[TCP] SourcePort:443,DestinationPort:3444
1110.[TCP] SourcePort:1080,DestinationPort:4421
1111.[TCP] SourcePort:44218,DestinationPort:108
1112.[TCP] SourcePort:1080,DestinationPort:4421
1113.[TCP] SourcePort:44218,DestinationPort:108
1114.[TCP] SourcePort:443,DestinationPort:3444
1115.[TCP] SourcePort:443,DestinationPort:3444
1116.[TCP] SourcePort:443,DestinationPort:3444
1117.[TCP] SourcePort:1080,DestinationPort:4421
1118.[TCP] SourcePort:44218,DestinationPort:108
1119.[TCP] SourcePort:443,DestinationPort:3444
1120.[TCP] SourcePort:1080,DestinationPort:4421
1121.[TCP] SourcePort:44218,DestinationPort:108
1122.[TCP] SourcePort:443,DestinationPort:3444
1123.[TCP] SourcePort:1080,DestinationPort:4422
1124.[TCP] SourcePort:44222,DestinationPort:108
1125.[TCP] SourcePort:443,DestinationPort:3444
1126.[TCP] SourcePort:1080,DestinationPort:4422
1127.[TCP] SourcePort:44222,DestinationPort:108
1128.[TCP] SourcePort:443,DestinationPort:3444
1129.[TCP] SourcePort:1080,DestinationPort:4422
1130.[TCP] SourcePort:44222,DestinationPort:108
1131.[TCP] SourcePort:443,DestinationPort:3444
1132.[TCP] SourcePort:443,DestinationPort:3444
1133.[TCP] SourcePort:443,DestinationPort:3444
1134.[TCP] SourcePort:443,DestinationPort:3444
1135.[TCP] SourcePort:1080,DestinationPort:4422
1136.[TCP] SourcePort:44222,DestinationPort:108
1137.[TCP] SourcePort:443,DestinationPort:3444
1138.[TCP] SourcePort:1080,DestinationPort:4422
1139.[TCP] SourcePort:44222,DestinationPort:108
1140.[TCP] SourcePort:443,DestinationPort:3444
1141.[TCP] SourcePort:443,DestinationPort:3444
1142.[TCP] SourcePort:1080,DestinationPort:4422
1143.[TCP] SourcePort:44222,DestinationPort:108
1144.[TCP] SourcePort:443,DestinationPort:3444
1145.[TCP] SourcePort:1080,DestinationPort:4421
1146.[TCP] SourcePort:44218,DestinationPort:108
1147.[TCP] SourcePort:443,DestinationPort:3444
1148.[TCP] SourcePort:443,DestinationPort:3444
1149.[TCP] SourcePort:443,DestinationPort:3444
1150.[TCP] SourcePort:443,DestinationPort:3444
1151.[TCP] SourcePort:443,DestinationPort:3444
1152.[TCP] SourcePort:1080,DestinationPort:4421
1153.[TCP] SourcePort:44218,DestinationPort:108
1154.[TCP] SourcePort:1080,DestinationPort:4421
1155.[TCP] SourcePort:44218,DestinationPort:108
1156.[TCP] SourcePort:443,DestinationPort:3444
1157.[TCP] SourcePort:443,DestinationPort:3444
1158.[TCP] SourcePort:443,DestinationPort:3444
1159.[TCP] SourcePort:443,DestinationPort:3444
1160.[TCP] SourcePort:443,DestinationPort:3444
1161.[TCP] SourcePort:1080,DestinationPort:4421
1162.[TCP] SourcePort:44218,DestinationPort:108
1163.[TCP] SourcePort:443,DestinationPort:3444
1164.[TCP] SourcePort:1080,DestinationPort:4421
1165.[TCP] SourcePort:44218,DestinationPort:108
1166.[TCP] SourcePort:443,DestinationPort:3444
1167.[TCP] SourcePort:1080,DestinationPort:4421
1168.[TCP] SourcePort:44218,DestinationPort:108
1169.[TCP] SourcePort:443,DestinationPort:3444
1170.[TCP] SourcePort:1080,DestinationPort:4421
1171.[TCP] SourcePort:44218,DestinationPort:108
1172.[TCP] SourcePort:443,DestinationPort:3444
1173.[TCP] SourcePort:1080,DestinationPort:4422
1174.[TCP] SourcePort:44222,DestinationPort:108
1175.[TCP] SourcePort:443,DestinationPort:3444
1176.[TCP] SourcePort:1080,DestinationPort:4422
1177.[TCP] SourcePort:44222,DestinationPort:108
1178.[TCP] SourcePort:443,DestinationPort:3444
1179.[TCP] SourcePort:1080,DestinationPort:4422
1180.[TCP] SourcePort:44222,DestinationPort:108
1181.[TCP] SourcePort:443,DestinationPort:3444
1182.[TCP] SourcePort:443,DestinationPort:3444
1183.[TCP] SourcePort:443,DestinationPort:3444
1184.[TCP] SourcePort:443,DestinationPort:3444
1185.[TCP] SourcePort:443,DestinationPort:3444
1186.[TCP] SourcePort:1080,DestinationPort:4422
1187.[TCP] SourcePort:44222,DestinationPort:108
1188.[TCP] SourcePort:1080,DestinationPort:4422
1189.[TCP] SourcePort:44222,DestinationPort:108
1190.[TCP] SourcePort:443,DestinationPort:3444
1191.[TCP] SourcePort:443,DestinationPort:3444
1192.[TCP] SourcePort:1080,DestinationPort:4422
1193.[TCP] SourcePort:44222,DestinationPort:108
1194.[TCP] SourcePort:443,DestinationPort:3444
1195.[TCP] SourcePort:1080,DestinationPort:4422
1196.[TCP] SourcePort:44222,DestinationPort:108
1197.[TCP] SourcePort:443,DestinationPort:3444
1198.[TCP] SourcePort:1080,DestinationPort:4421
1199.[TCP] SourcePort:44218,DestinationPort:108
1200.[TCP] SourcePort:443,DestinationPort:3444
1201.[TCP] SourcePort:443,DestinationPort:3444
1202.[TCP] SourcePort:443,DestinationPort:3444
1203.[TCP] SourcePort:443,DestinationPort:3444
1204.[TCP] SourcePort:443,DestinationPort:3444
1205.[TCP] SourcePort:1080,DestinationPort:4421
1206.[TCP] SourcePort:443,DestinationPort:3444
1207.[TCP] SourcePort:44218,DestinationPort:108
1208.[TCP] SourcePort:443,DestinationPort:3444
1209.[TCP] SourcePort:1080,DestinationPort:4422
1210.[TCP] SourcePort:44222,DestinationPort:108
1211.[TCP] SourcePort:443,DestinationPort:3444
1212.[TCP] SourcePort:1080,DestinationPort:4422
1213.[TCP] SourcePort:44222,DestinationPort:108
1214.[TCP] SourcePort:443,DestinationPort:3444
1215.[TCP] SourcePort:443,DestinationPort:3444
1216.[TCP] SourcePort:1080,DestinationPort:4422
1217.[TCP] SourcePort:44222,DestinationPort:108
1218.[TCP] SourcePort:1080,DestinationPort:4422
1219.[TCP] SourcePort:44222,DestinationPort:108
1220.[TCP] SourcePort:443,DestinationPort:3444
1221.[TCP] SourcePort:1080,DestinationPort:4422
1222.[TCP] SourcePort:443,DestinationPort:3444
1223.[TCP] SourcePort:44222,DestinationPort:108
1224.[TCP] SourcePort:443,DestinationPort:3444
1225.[TCP] SourcePort:1080,DestinationPort:4422
1226.[TCP] SourcePort:44222,DestinationPort:108
1227.[TCP] SourcePort:1080,DestinationPort:4422
1228.[TCP] SourcePort:44222,DestinationPort:108
1229.[TCP] SourcePort:443,DestinationPort:3444
1230.[TCP] SourcePort:443,DestinationPort:3444
1231.[TCP] SourcePort:1080,DestinationPort:4422
1232.[TCP] SourcePort:44222,DestinationPort:108
1233.[TCP] SourcePort:1080,DestinationPort:4422
1234.[TCP] SourcePort:44222,DestinationPort:108
1235.[TCP] SourcePort:443,DestinationPort:3444
1236.[TCP] SourcePort:443,DestinationPort:3444
1237.[TCP] SourcePort:1080,DestinationPort:4422
1238.[TCP] SourcePort:44222,DestinationPort:108
1239.[TCP] SourcePort:443,DestinationPort:3444
1240.[TCP] SourcePort:1080,DestinationPort:4421
1241.[TCP] SourcePort:44218,DestinationPort:108
1242.[TCP] SourcePort:443,DestinationPort:3444
1243.[TCP] SourcePort:443,DestinationPort:3444
1244.[TCP] SourcePort:1080,DestinationPort:4421
1245.[TCP] SourcePort:44218,DestinationPort:108
1246.[TCP] SourcePort:443,DestinationPort:3444
1247.[TCP] SourcePort:443,DestinationPort:3444
1248.[TCP] SourcePort:443,DestinationPort:3444
1249.[TCP] SourcePort:443,DestinationPort:3444
1250.[TCP] SourcePort:443,DestinationPort:3444
1251.[TCP] SourcePort:443,DestinationPort:3444
1252.[TCP] SourcePort:443,DestinationPort:3444
1253.[TCP] SourcePort:443,DestinationPort:3444
1254.[TCP] SourcePort:443,DestinationPort:3444
1255.[TCP] SourcePort:443,DestinationPort:3444
1256.[TCP] SourcePort:443,DestinationPort:3444
1257.[TCP] SourcePort:443,DestinationPort:3444
1258.[TCP] SourcePort:44218,DestinationPort:108
1259.[TCP] SourcePort:1080,DestinationPort:4421
1260.[TCP] SourcePort:44214,DestinationPort:108
1261.[TCP] SourcePort:1080,DestinationPort:4421
1262.[TCP] SourcePort:44214,DestinationPort:108
1263.[TCP] SourcePort:1080,DestinationPort:4421
1264.[TCP] SourcePort:44214,DestinationPort:108
1265.[TCP] SourcePort:1080,DestinationPort:4421
1266.[TCP] SourcePort:443,DestinationPort:3444
1267.[TCP] SourcePort:443,DestinationPort:3444
1268.[TCP] SourcePort:1080,DestinationPort:4422
1269.[TCP] SourcePort:44222,DestinationPort:108
1270.[TCP] SourcePort:443,DestinationPort:3444
1271.[TCP] SourcePort:1080,DestinationPort:4422
1272.[TCP] SourcePort:44222,DestinationPort:108
1273.[TCP] SourcePort:443,DestinationPort:3444
1274.[TCP] SourcePort:1080,DestinationPort:4422
1275.[TCP] SourcePort:44222,DestinationPort:108
1276.[TCP] SourcePort:443,DestinationPort:3444
1277.[TCP] SourcePort:1080,DestinationPort:4422
1278.[TCP] SourcePort:443,DestinationPort:3444
1279.[TCP] SourcePort:44222,DestinationPort:108
1280.[TCP] SourcePort:1080,DestinationPort:4422
1281.[TCP] SourcePort:44222,DestinationPort:108
1282.[TCP] SourcePort:443,DestinationPort:3444
1283.[TCP] SourcePort:1080,DestinationPort:4422
1284.[TCP] SourcePort:44222,DestinationPort:108
1285.[TCP] SourcePort:443,DestinationPort:3444
1286.[TCP] SourcePort:443,DestinationPort:3444
1287.[TCP] SourcePort:1080,DestinationPort:4422
1288.[TCP] SourcePort:44222,DestinationPort:108
1289.[TCP] SourcePort:1080,DestinationPort:4422
1290.[TCP] SourcePort:44222,DestinationPort:108
1291.[TCP] SourcePort:443,DestinationPort:3444
1292.[TCP] SourcePort:1080,DestinationPort:4421
1293.[TCP] SourcePort:44218,DestinationPort:108
1294.[TCP] SourcePort:443,DestinationPort:3444
1295.[TCP] SourcePort:443,DestinationPort:3444
1296.[TCP] SourcePort:1080,DestinationPort:4421
1297.[TCP] SourcePort:44218,DestinationPort:108
1298.[TCP] SourcePort:1080,DestinationPort:4421
1299.[TCP] SourcePort:443,DestinationPort:3444
1300.[TCP] SourcePort:44218,DestinationPort:108
1301.[TCP] SourcePort:1080,DestinationPort:4421
1302.[TCP] SourcePort:44218,DestinationPort:108
1303.[TCP] SourcePort:443,DestinationPort:3444
1304.[TCP] SourcePort:1080,DestinationPort:4421
1305.[TCP] SourcePort:44218,DestinationPort:108
1306.[TCP] SourcePort:443,DestinationPort:3444
1307.[TCP] SourcePort:1080,DestinationPort:4421
1308.[TCP] SourcePort:44218,DestinationPort:108
1309.[TCP] SourcePort:443,DestinationPort:3444
1310.[TCP] SourcePort:443,DestinationPort:3444
1311.[TCP] SourcePort:443,DestinationPort:3444
1312.[TCP] SourcePort:443,DestinationPort:3444
1313.[TCP] SourcePort:1080,DestinationPort:4421
1314.[TCP] SourcePort:44218,DestinationPort:108
1315.[TCP] SourcePort:1080,DestinationPort:4421
1316.[TCP] SourcePort:44218,DestinationPort:108
1317.[TCP] SourcePort:443,DestinationPort:3444
1318.[TCP] SourcePort:443,DestinationPort:3444
1319.[TCP] SourcePort:443,DestinationPort:3444
1320.[TCP] SourcePort:1080,DestinationPort:4421
1321.[TCP] SourcePort:44214,DestinationPort:108
1322.[TCP] SourcePort:1080,DestinationPort:4421
1323.[TCP] SourcePort:443,DestinationPort:3444
1324.[TCP] SourcePort:1080,DestinationPort:4422
1325.[TCP] SourcePort:44222,DestinationPort:108
1326.[TCP] SourcePort:443,DestinationPort:3444
1327.[TCP] SourcePort:1080,DestinationPort:4422
1328.[TCP] SourcePort:44222,DestinationPort:108
1329.[TCP] SourcePort:443,DestinationPort:3444
1330.[TCP] SourcePort:1080,DestinationPort:4422
1331.[TCP] SourcePort:44222,DestinationPort:108
1332.[TCP] SourcePort:443,DestinationPort:3444
1333.[TCP] SourcePort:443,DestinationPort:3444
1334.[TCP] SourcePort:1080,DestinationPort:4422
1335.[TCP] SourcePort:44222,DestinationPort:108
1336.[TCP] SourcePort:443,DestinationPort:3444
1337.[TCP] SourcePort:1080,DestinationPort:4422
1338.[TCP] SourcePort:44222,DestinationPort:108
1339.[TCP] SourcePort:443,DestinationPort:3444
1340.[TCP] SourcePort:1080,DestinationPort:4422
1341.[TCP] SourcePort:44222,DestinationPort:108
1342.[TCP] SourcePort:443,DestinationPort:3444
1343.[TCP] SourcePort:1080,DestinationPort:4422
1344.[TCP] SourcePort:44222,DestinationPort:108
1345.[TCP] SourcePort:443,DestinationPort:3444
1346.[TCP] SourcePort:443,DestinationPort:3444
1347.[TCP] SourcePort:1080,DestinationPort:4422
1348.[TCP] SourcePort:44222,DestinationPort:108
1349.[TCP] SourcePort:1080,DestinationPort:4422
1350.[TCP] SourcePort:44222,DestinationPort:108
1351.[TCP] SourcePort:44230,DestinationPort:108
1352.[TCP] SourcePort:1080,DestinationPort:4423
1353.[TCP] SourcePort:443,DestinationPort:3444
1354.[TCP] SourcePort:443,DestinationPort:3444
1355.[TCP] SourcePort:1080,DestinationPort:4421
1356.[TCP] SourcePort:443,DestinationPort:3444
1357.[TCP] SourcePort:1080,DestinationPort:4421
1358.[TCP] SourcePort:44214,DestinationPort:108
1359.[TCP] SourcePort:443,DestinationPort:3444
1360.[TCP] SourcePort:1080,DestinationPort:4421
1361.[TCP] SourcePort:44218,DestinationPort:108
1362.[TCP] SourcePort:443,DestinationPort:3444
1363.[TCP] SourcePort:1080,DestinationPort:4421
1364.[TCP] SourcePort:44218,DestinationPort:108
1365.[TCP] SourcePort:443,DestinationPort:3444
1366.[TCP] SourcePort:1080,DestinationPort:4421
1367.[TCP] SourcePort:44218,DestinationPort:108
1368.[TCP] SourcePort:443,DestinationPort:3444
1369.[TCP] SourcePort:1080,DestinationPort:4421
1370.[TCP] SourcePort:44218,DestinationPort:108
1371.[TCP] SourcePort:443,DestinationPort:3444
1372.[TCP] SourcePort:1080,DestinationPort:4421
1373.[TCP] SourcePort:44218,DestinationPort:108
1374.[TCP] SourcePort:443,DestinationPort:3444
1375.[TCP] SourcePort:443,DestinationPort:3444
1376.[TCP] SourcePort:1080,DestinationPort:4421
1377.[TCP] SourcePort:44218,DestinationPort:108
1378.[TCP] SourcePort:443,DestinationPort:3444
1379.[TCP] SourcePort:1080,DestinationPort:4421
1380.[TCP] SourcePort:44218,DestinationPort:108
1381.[TCP] SourcePort:1080,DestinationPort:4421
1382.[TCP] SourcePort:44218,DestinationPort:108
1383.[TCP] SourcePort:443,DestinationPort:3444
1384.[TCP] SourcePort:443,DestinationPort:3444
1385.[TCP] SourcePort:1080,DestinationPort:4421
1386.[TCP] SourcePort:44218,DestinationPort:108
1387.[TCP] SourcePort:443,DestinationPort:3444
1388.[TCP] SourcePort:1080,DestinationPort:4421
1389.[TCP] SourcePort:44218,DestinationPort:108
1390.[TCP] SourcePort:1080,DestinationPort:4421
1391.[TCP] SourcePort:44218,DestinationPort:108
1392.[TCP] SourcePort:443,DestinationPort:3444
1393.[TCP] SourcePort:1080,DestinationPort:4421
1394.[TCP] SourcePort:44218,DestinationPort:108
1395.[TCP] SourcePort:44186,DestinationPort:108
1396.[TCP] SourcePort:1080,DestinationPort:4418
1397.[TCP] SourcePort:443,DestinationPort:3444
1398.[TCP] SourcePort:1080,DestinationPort:4422
1399.[TCP] SourcePort:44222,DestinationPort:108
1400.[TCP] SourcePort:443,DestinationPort:3444
1401.[TCP] SourcePort:1080,DestinationPort:4422
1402.[TCP] SourcePort:44222,DestinationPort:108
1403.[TCP] SourcePort:443,DestinationPort:3444
1404.[TCP] SourcePort:443,DestinationPort:3444
1405.[TCP] SourcePort:1080,DestinationPort:4422
1406.[TCP] SourcePort:44222,DestinationPort:108
1407.[TCP] SourcePort:443,DestinationPort:3444
1408.[TCP] SourcePort:1080,DestinationPort:4422
1409.[TCP] SourcePort:44222,DestinationPort:108
1410.[TCP] SourcePort:443,DestinationPort:3444
1411.[TCP] SourcePort:443,DestinationPort:3444
1412.[TCP] SourcePort:1080,DestinationPort:4422
1413.[TCP] SourcePort:44222,DestinationPort:108
1414.[TCP] SourcePort:1080,DestinationPort:4422
1415.[TCP] SourcePort:44222,DestinationPort:108
1416.[TCP] SourcePort:443,DestinationPort:3444
1417.[TCP] SourcePort:443,DestinationPort:3444
1418.[TCP] SourcePort:443,DestinationPort:3444
1419.[TCP] SourcePort:1080,DestinationPort:4422
1420.[TCP] SourcePort:44222,DestinationPort:108
1421.[TCP] SourcePort:443,DestinationPort:3444
1422.[TCP] SourcePort:1080,DestinationPort:4422
1423.[TCP] SourcePort:44222,DestinationPort:108
1424.[TCP] SourcePort:443,DestinationPort:3444
1425.[TCP] SourcePort:1080,DestinationPort:4422
1426.[TCP] SourcePort:44222,DestinationPort:108
1427.[TCP] SourcePort:443,DestinationPort:3444
1428.[TCP] SourcePort:1080,DestinationPort:4422
1429.[TCP] SourcePort:44222,DestinationPort:108
1430.[TCP] SourcePort:443,DestinationPort:3445
1431.[TCP] SourcePort:1080,DestinationPort:4423
1432.[TCP] SourcePort:44230,DestinationPort:108
1433.[TCP] SourcePort:443,DestinationPort:3445
1434.[TCP] SourcePort:443,DestinationPort:3445
1435.[TCP] SourcePort:443,DestinationPort:3445
1436.[TCP] SourcePort:1080,DestinationPort:4423
1437.[TCP] SourcePort:44230,DestinationPort:108
1438.[TCP] SourcePort:443,DestinationPort:3445
1439.[TCP] SourcePort:1080,DestinationPort:4423
1440.[TCP] SourcePort:44230,DestinationPort:108
1441.[TCP] SourcePort:443,DestinationPort:3445
1442.[TCP] SourcePort:443,DestinationPort:3445
1443.[TCP] SourcePort:1080,DestinationPort:4423
1444.[TCP] SourcePort:44230,DestinationPort:108
1445.[TCP] SourcePort:443,DestinationPort:3445
1446.[TCP] SourcePort:1080,DestinationPort:4423
1447.[TCP] SourcePort:44230,DestinationPort:108
1448.[TCP] SourcePort:443,DestinationPort:3445
1449.[TCP] SourcePort:443,DestinationPort:3445
1450.[TCP] SourcePort:1080,DestinationPort:4423
1451.[TCP] SourcePort:44230,DestinationPort:108
1452.[TCP] SourcePort:1080,DestinationPort:4423
1453.[TCP] SourcePort:44230,DestinationPort:108
1454.[TCP] SourcePort:443,DestinationPort:3444
1455.[TCP] SourcePort:1080,DestinationPort:4421
1456.[TCP] SourcePort:44218,DestinationPort:108
1457.[TCP] SourcePort:443,DestinationPort:3444
1458.[TCP] SourcePort:443,DestinationPort:3444
1459.[TCP] SourcePort:1080,DestinationPort:4421
1460.[TCP] SourcePort:44218,DestinationPort:108
1461.[TCP] SourcePort:443,DestinationPort:3444
1462.[TCP] SourcePort:443,DestinationPort:3444
1463.[TCP] SourcePort:443,DestinationPort:3444
1464.[TCP] SourcePort:443,DestinationPort:3444
1465.[TCP] SourcePort:443,DestinationPort:3444
1466.[TCP] SourcePort:443,DestinationPort:3444
1467.[TCP] SourcePort:443,DestinationPort:3444
1468.[TCP] SourcePort:443,DestinationPort:3444
1469.[TCP] SourcePort:443,DestinationPort:3444
1470.[TCP] SourcePort:443,DestinationPort:3444
1471.[TCP] SourcePort:1080,DestinationPort:4422
1472.[TCP] SourcePort:44222,DestinationPort:108
1473.[TCP] SourcePort:443,DestinationPort:3444
1474.[TCP] SourcePort:1080,DestinationPort:4422
1475.[TCP] SourcePort:443,DestinationPort:3444
1476.[TCP] SourcePort:44222,DestinationPort:108
1477.[TCP] SourcePort:443,DestinationPort:3444
1478.[TCP] SourcePort:1080,DestinationPort:4422
1479.[TCP] SourcePort:44222,DestinationPort:108
1480.[TCP] SourcePort:443,DestinationPort:3444
1481.[TCP] SourcePort:1080,DestinationPort:4422
1482.[TCP] SourcePort:44222,DestinationPort:108
1483.[TCP] SourcePort:443,DestinationPort:3444
1484.[TCP] SourcePort:443,DestinationPort:3444
1485.[TCP] SourcePort:443,DestinationPort:3444
1486.[TCP] SourcePort:1080,DestinationPort:4422
1487.[TCP] SourcePort:44222,DestinationPort:108
1488.[TCP] SourcePort:1080,DestinationPort:4422
1489.[TCP] SourcePort:44222,DestinationPort:108
1490.[TCP] SourcePort:443,DestinationPort:3444
1491.[TCP] SourcePort:1080,DestinationPort:4422
1492.[TCP] SourcePort:443,DestinationPort:3444
1493.[TCP] SourcePort:1080,DestinationPort:4422
1494.[TCP] SourcePort:443,DestinationPort:3444
1495.[TCP] SourcePort:44222,DestinationPort:108
1496.[TCP] SourcePort:1080,DestinationPort:4422
1497.[TCP] SourcePort:443,DestinationPort:3444
1498.[TCP] SourcePort:1080,DestinationPort:4422
1499.[TCP] SourcePort:44222,DestinationPort:108
1500.[TCP] SourcePort:443,DestinationPort:3444
1501.[TCP] SourcePort:1080,DestinationPort:4422
1502.[TCP] SourcePort:44222,DestinationPort:108
1503.[TCP] SourcePort:443,DestinationPort:3444
1504.[TCP] SourcePort:443,DestinationPort:3444
1505.[TCP] SourcePort:443,DestinationPort:3444
1506.[TCP] SourcePort:443,DestinationPort:3444
1507.[TCP] SourcePort:443,DestinationPort:3444
1508.[TCP] SourcePort:443,DestinationPort:3444
1509.[TCP] SourcePort:443,DestinationPort:3444
1510.[TCP] SourcePort:443,DestinationPort:3444
1511.[TCP] SourcePort:443,DestinationPort:3444
1512.[TCP] SourcePort:443,DestinationPort:3444
1513.[TCP] SourcePort:443,DestinationPort:3444
1514.[TCP] SourcePort:443,DestinationPort:3444
1515.[TCP] SourcePort:443,DestinationPort:3445
1516.[TCP] SourcePort:1080,DestinationPort:4423
1517.[TCP] SourcePort:44230,DestinationPort:108
1518.[TCP] SourcePort:443,DestinationPort:3445
1519.[TCP] SourcePort:443,DestinationPort:3445
1520.[TCP] SourcePort:443,DestinationPort:3445
1521.[TCP] SourcePort:443,DestinationPort:3445
1522.[TCP] SourcePort:1080,DestinationPort:4423
1523.[TCP] SourcePort:44230,DestinationPort:108
1524.[TCP] SourcePort:1080,DestinationPort:4423
1525.[TCP] SourcePort:44230,DestinationPort:108
1526.[TCP] SourcePort:443,DestinationPort:3445
1527.[TCP] SourcePort:443,DestinationPort:3445
1528.[TCP] SourcePort:443,DestinationPort:3445
1529.[TCP] SourcePort:443,DestinationPort:3445
1530.[TCP] SourcePort:1080,DestinationPort:4423
1531.[TCP] SourcePort:44230,DestinationPort:108
1532.[TCP] SourcePort:443,DestinationPort:3445
1533.[TCP] SourcePort:1080,DestinationPort:4423
1534.[TCP] SourcePort:44230,DestinationPort:108
1535.[TCP] SourcePort:443,DestinationPort:3445
1536.[TCP] SourcePort:1080,DestinationPort:4423
1537.[TCP] SourcePort:44230,DestinationPort:108
1538.[TCP] SourcePort:44222,DestinationPort:108
1539.[TCP] SourcePort:1080,DestinationPort:4422
1540.[TCP] SourcePort:443,DestinationPort:3444
1541.[TCP] SourcePort:443,DestinationPort:3444
1542.[TCP] SourcePort:443,DestinationPort:3444
1543.[TCP] SourcePort:443,DestinationPort:3444
1544.[TCP] SourcePort:443,DestinationPort:3444
1545.[TCP] SourcePort:443,DestinationPort:3444
1546.[TCP] SourcePort:443,DestinationPort:3444
1547.[TCP] SourcePort:443,DestinationPort:3444
1548.[TCP] SourcePort:443,DestinationPort:3444
1549.[TCP] SourcePort:443,DestinationPort:3444
1550.[TCP] SourcePort:443,DestinationPort:3444
1551.[TCP] SourcePort:443,DestinationPort:3444
1552.[TCP] SourcePort:443,DestinationPort:3444
1553.[TCP] SourcePort:443,DestinationPort:3444
1554.[TCP] SourcePort:1080,DestinationPort:4422
1555.[TCP] SourcePort:44222,DestinationPort:108
1556.[TCP] SourcePort:443,DestinationPort:3444
1557.[TCP] SourcePort:443,DestinationPort:3444
1558.[TCP] SourcePort:1080,DestinationPort:4422
1559.[TCP] SourcePort:44222,DestinationPort:108
1560.[TCP] SourcePort:443,DestinationPort:3444
1561.[TCP] SourcePort:1080,DestinationPort:4422
1562.[TCP] SourcePort:44222,DestinationPort:108
1563.[TCP] SourcePort:443,DestinationPort:3444
1564.[TCP] SourcePort:1080,DestinationPort:4422
1565.[TCP] SourcePort:44222,DestinationPort:108
1566.[TCP] SourcePort:443,DestinationPort:3444
1567.[TCP] SourcePort:1080,DestinationPort:4422
1568.[TCP] SourcePort:443,DestinationPort:3444
1569.[TCP] SourcePort:44222,DestinationPort:108
1570.[TCP] SourcePort:1080,DestinationPort:4422
1571.[TCP] SourcePort:443,DestinationPort:3444
1572.[TCP] SourcePort:44222,DestinationPort:108
1573.[TCP] SourcePort:1080,DestinationPort:4422
1574.[TCP] SourcePort:44222,DestinationPort:108
1575.[TCP] SourcePort:443,DestinationPort:3444
1576.[TCP] SourcePort:1080,DestinationPort:4422
1577.[TCP] SourcePort:44222,DestinationPort:108
1578.[TCP] SourcePort:443,DestinationPort:3444
1579.[TCP] SourcePort:443,DestinationPort:3444
1580.[TCP] SourcePort:1080,DestinationPort:4422
1581.[TCP] SourcePort:44222,DestinationPort:108
1582.[TCP] SourcePort:1080,DestinationPort:4422
1583.[TCP] SourcePort:44222,DestinationPort:108
1584.[TCP] SourcePort:443,DestinationPort:3444
1585.[TCP] SourcePort:443,DestinationPort:3444
1586.[TCP] SourcePort:1080,DestinationPort:4422
1587.[TCP] SourcePort:44222,DestinationPort:108
1588.[TCP] SourcePort:443,DestinationPort:3444
1589.[TCP] SourcePort:443,DestinationPort:3445
1590.[TCP] SourcePort:1080,DestinationPort:4423
1591.[TCP] SourcePort:44230,DestinationPort:108
1592.[TCP] SourcePort:443,DestinationPort:3445
1593.[TCP] SourcePort:1080,DestinationPort:4423
1594.[TCP] SourcePort:44230,DestinationPort:108
1595.[TCP] SourcePort:443,DestinationPort:3445
1596.[TCP] SourcePort:443,DestinationPort:3445
1597.[TCP] SourcePort:1080,DestinationPort:4423
1598.[TCP] SourcePort:44230,DestinationPort:108
1599.[TCP] SourcePort:1080,DestinationPort:4423
1600.[TCP] SourcePort:44230,DestinationPort:108
1601.[TCP] SourcePort:443,DestinationPort:3445
1602.[TCP] SourcePort:443,DestinationPort:3445
1603.[TCP] SourcePort:1080,DestinationPort:4423
1604.[TCP] SourcePort:44230,DestinationPort:108
1605.[TCP] SourcePort:1080,DestinationPort:4423
1606.[TCP] SourcePort:44230,DestinationPort:108
1607.[TCP] SourcePort:443,DestinationPort:3445
1608.[TCP] SourcePort:443,DestinationPort:3445
1609.[TCP] SourcePort:1080,DestinationPort:4423
1610.[TCP] SourcePort:44230,DestinationPort:108
1611.[TCP] SourcePort:443,DestinationPort:3445
1612.[TCP] SourcePort:1080,DestinationPort:4423
1613.[TCP] SourcePort:44230,DestinationPort:108
1614.[TCP] SourcePort:443,DestinationPort:3445
1615.[TCP] SourcePort:1080,DestinationPort:4423
1616.[TCP] SourcePort:44230,DestinationPort:108
1617.[TCP] SourcePort:443,DestinationPort:3445
1618.[TCP] SourcePort:1080,DestinationPort:4423
1619.[TCP] SourcePort:44230,DestinationPort:108
1620.[TCP] SourcePort:443,DestinationPort:3445
1621.[TCP] SourcePort:1080,DestinationPort:4423
1622.[TCP] SourcePort:44230,DestinationPort:108
1623.[TCP] SourcePort:443,DestinationPort:3444
1624.[TCP] SourcePort:1080,DestinationPort:4421
1625.[TCP] SourcePort:44218,DestinationPort:108
1626.[TCP] SourcePort:1080,DestinationPort:4421
1627.[TCP] SourcePort:44218,DestinationPort:108
1628.[TCP] SourcePort:443,DestinationPort:3444
1629.[TCP] SourcePort:1080,DestinationPort:4422
